str_yes|نعم.
str_npc7_personalityclash2_speech_b|رأيتها تتراجع في المؤخرة، بالكاد تطلق سهمًا أو اثنين في الاتجاه العام للعدو. أقول دعها تذهب لترعى الطيور والنحل، حتى نتمكن من مواصلة العمل الدموي لقتل العدو.
str_npc8_personalityclash2_speech_b|أنا أكره {s11}.
str_npc9_personalityclash2_speech_b|أنا أكره {s11}.
str_npc10_personalityclash2_speech_b|أنا أكره {s11}.
str_npc11_personalityclash2_speech_b|أنا أكره {s11}.
str_npc12_personalityclash2_speech_b|أنا أكره {s11}.
str_npc13_personalityclash2_speech_b|أنا أكره {s11}.
str_npc14_personalityclash2_speech_b|أنا أكره {s11}.
str_npc15_personalityclash2_speech_b|أنا أكره {s11}.
str_npc16_personalityclash2_speech_b|أنا أكره {s11}.
str_npc17_personalityclash2_speech_b|أنا أكره {s11}.
str_npc1_personalitymatch_speech|هل لاحظت رشاقة {s11} في تلك المعركة الأخيرة؟ الطريقة التي تتحرك بها حول العدو قبل توجيه الضربة القاضية؟ إنها مثل قصص الأيام الخوالي، عندما أظهرت عذارى الجان نفس القدر من الاتزان في ساحة المعركة كما في بلاط غاباتهم الجميلة.
str_npc2_personalitymatch_speech|اعذرني أيها القائد. كنت فقط أساعد {s11} في إصلاحات الأسلحة البسيطة بعد ذلك الشجار الأخير، بل ووعدني بتعليمي كيفية تحسين ضرباتي.
str_npc3_personalitymatch_speech|أليست درعية روهان في هجمة كاملة مشهدًا يستحق المشاهدة؟ صحيح أن نساءنا أفضل حالًا بجانب المدفأة، لكن بعد رؤية {s11} تصرع العدو في تلك المعركة الأخيرة، بدأت لدي شكوك.
str_npc4_personalitymatch_speech|معركة ذات أعمال عظيمة أيها القائد، وتهانينا على النصر. لاحظت كيف اعتنى {s11} بهدوء وثقة بالجرحى والمرضى، حتى في الوقت الذي نال فيه آخر العدو ما يستحق.
str_npc5_personalitymatch_speech|هل ذكرت أنني أحب {s11}؟
str_npc6_personalitymatch_speech|{playername}، بقدر ما أكره المعارك، لا يسعني إلا أن ألاحظ سيدي {s11} يركب بكل رونق وينقض على المخلوقات القبيحة كالصقر.
str_npc7_personalitymatch_speech|دموي ومنتصر، كما أحب! لقد تعرضت، مع ذلك، لجرح سطحي كان {s11} لطيفًا بما يكفي لتضميده على الفور.
str_npc8_personalitymatch_speech|انتصار آخر لك أيها القائد، وأنا معجب بمهارتك في الحفاظ على أرواح رجالنا. يبدو أن محاربين مثل {s11} ذوي فائدة كبيرة في خططك الحربية.
str_npc9_personalitymatch_speech|هل ذكرت أنني أحب {s11}؟
str_npc10_personalitymatch_speech|هل ذكرت أنني أحب {s11}؟
str_npc11_personalitymatch_speech|هل ذكرت أنني أحب {s11}؟
str_npc12_personalitymatch_speech|هل ذكرت أنني أحب {s11}؟
str_npc13_personalitymatch_speech|هل ذكرت أنني أحب {s11}؟
str_npc14_personalitymatch_speech|هل ذكرت أنني أحب {s11}؟
str_npc15_personalitymatch_speech|هل ذكرت أنني أحب {s11}؟
str_npc16_personalitymatch_speech|هل ذكرت أنني أحب {s11}؟
str_npc17_personalitymatch_speech|أمم، أيها الرئيس. أعتقد أن {s11} قد يكون جيدًا في الغابة. يمكنه التمييز بين شجرة الدردار والصفصاف.
str_npc1_personalitymatch_speech_b|أجد صحبة {s11} ممتعة للغاية وفنونها الحرجية المحلية لمحة نادرة عما تبقى من مهارات السندار في العالم. أتعلم، والدي سمّاني على اسم القبطان الجان السنداري الأسطوري الذي خدم الملك ثينغول من دورياث وأشعر دائمًا برابط خاص مع العرق الجميل.
str_npc2_personalitymatch_speech_b|كان أهلي في المنزل يروون لي دائمًا قصصًا عن حراس إثيليان والآن أستطيع أن أرى بنفسي أنها كلها حقيقية. إذا كانوا جميعًا مثل {s11}، أشعر أن غوندور أكثر أمانًا بفضل ذلك.
str_npc3_personalitymatch_speech_b|أيها القائد، كمعروف شخصي، هل لي أن أطلب منك أن تأمر {s11} بالبقاء أكثر في المؤخرة في المعركة القادمة؟ لم أستطع تحمل رؤيتها تتأذى، وليس الجعة هي التي تتحدث.
str_npc4_personalitymatch_speech_b|الحفاظ على الأرواح هو أنبل عمل، وأشعر بالقرابة مع تلك الروح الطيبة، حتى لو كانت عوالمنا بعيدة.
str_npc5_personalitymatch_speech_b|أنا أحب {s11}.
str_npc6_personalitymatch_speech_b|أتساءل كم عمره. ربما أكبر مني بعدة قرون؟ لا تهتم، لن تفهم.
str_npc7_personalitymatch_speech_b|{s11} وأقرباؤها في ديل، حتى لو لم يكونوا بمستوى معايير محارب الأقزام، أثبتوا أنهم حلفاء ثابتون في هذه الحرب. اختيار جيد لصديق ورفيق بين البشر، إذا جاز لي القول.
str_npc8_personalitymatch_speech_b|شعب ديل يكن احترامًا عميقًا لشعب الأقزام الأقوياء في الجبل الوحيد، كأصدقاء وحماة على الرغم من اختلاف عرقنا وعاداتنا.
str_npc9_personalitymatch_speech_b|أنا أحب {s11}.
str_npc10_personalitymatch_speech_b|أنا أحب {s11}.
str_npc11_personalitymatch_speech_b|أنا أحب {s11}.
str_npc12_personalitymatch_speech_b|أنا أحب {s11}.
str_npc13_personalitymatch_speech_b|أنا أحب {s11}.
str_npc14_personalitymatch_speech_b|أنا أحب {s11}.
str_npc15_personalitymatch_speech_b|أنا أحب {s11}.
str_npc16_personalitymatch_speech_b|أنا أحب {s11}.
str_npc17_personalitymatch_speech_b|شعبي يتعامل بشكل جيد مع جان الغابة. إنهم يحبون الأشجار أيضًا. أنا أحب الأشجار أيضًا. كلنا نحب الأشجار.
str_npc1_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc2_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc3_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc4_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc5_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc6_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc7_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc8_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc9_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc10_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc11_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc12_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc13_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc14_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc15_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc16_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc17_retirement_speech|لقد تعبت قليلاً من حياة المحارب، سأتقاعد.
str_npc1_rehire_speech|من الجيد رؤيتك مرة أخرى أيها القبطان. هل أنضم إليك مرة أخرى؟
str_npc2_rehire_speech|أيام سعيدة! أيها القائد، هل يمكنني الانضمام إليك مرة أخرى من فضلك؟
str_npc3_rehire_speech|هو! هل نركب معًا مرة أخرى؟
str_npc4_rehire_speech|مرحبًا بك مرة أخرى. هل نستكمل من حيث توقفنا؟
str_npc5_rehire_speech|من الجيد رؤيتك، {playername}. دعنا نسافر معًا مرة أخرى.
str_npc6_rehire_speech|من الجيد رؤيتك، {playername}. دعنا نسير في نفس الطريق مرة أخرى.
str_npc7_rehire_speech|فأسي جاهز، {playername}. هل أعيد الانضمام إليك؟
str_npc8_rehire_speech|أنت منظر مرحب به. هل أنضم إليك مرة أخرى؟
str_npc9_rehire_speech|غولم مستعد للقتل من أجلك مرة أخرى. هل نحن ذاهبون؟
str_npc10_rehire_speech|هل يمكنني خدمتك مرة أخرى؟
str_npc11_rehire_speech|هل يمكنني خدمتك مرة أخرى؟
str_npc12_rehire_speech|هل يمكنني خدمتك مرة أخرى؟
str_npc13_rehire_speech|هل يمكنني خدمتك مرة أخرى؟
str_npc14_rehire_speech|هل يمكنني خدمتك مرة أخرى؟
str_npc15_rehire_speech|آآه، أيها الرب العظيم! لقد بحثت عنك طويلاً، حيث تتردد أخبار أفعالك المجيدة عبر الأرض الوسطى! بالتأكيد اشتقت لمهاراتي؟ سترحب بي مرة أخرى لإكمال جيشك العظيم؟
str_npc16_rehire_speech|هل يمكنني خدمتك مرة أخرى؟
str_npc17_rehire_speech|مرحبًا. حان الوقت للتحرك مرة أخرى؟ الأشجار لا تتحرك كثيرًا. لكني أحب التحرك. لكني أحب الأشجار أيضًا.
str_npc1_home_intro|أيها القبطان، نحن نقترب الآن من أوسغيلياث، لذا دعنا نكون في حالة ترقب للصديق والعدو على حد سواء.
str_npc2_home_intro|كن يقظًا أيها القائد، لابد أن تلك ميناس مورغول هناك. هل تشعر أن هناك شيئًا يراقبنا؟
str_npc3_home_intro|كلمة نصيحة أيها القائد. نحن نقترب جدًا من إنتوود الآن والخيول تزداد قلقًا. البعض يسمي الغابة فانغورن أيضًا.
str_npc4_home_intro|لنتوقف هنا لدقيقة أيها القائد. أمامنا، بين أندوين وليملايت، يقع حقل سيليب رانت، حيث ركب إيورل الشاب لمساعدة حلفائنا في غوندور.
str_npc5_home_intro|دارو! تلك أنغرينوست والبرج الأسود لأورثانك أمامنا. لقد تغير الكثير منذ أن رأيتهم آخر مرة، وليس للأفضل.
str_npc6_home_intro|اعذرني، {playername}. الممرات في هذا الجزء تصبح أكثر التواءً وبعضها يؤدي إلى طرق مسدودة. لا بد أننا نقترب من دول غولدور.
str_npc7_home_intro|أوي، أيها القبطان! لابد أن هذا هو الطريق القديم إلى البوابات الشرقية لخازاد-دوم، أو موريا كما قد تفضل. يمكنك رؤية بحيرة خيليد-زارام المتلألئة من بعيد، ومن خلال الغيوم، القمم الثلاث المعروفة التي تزين هذا الجزء من الجبال الضبابية.
